cv_cid,course_pretitle,course_title,course_description
GGJQFI40Q64PPLBWACZX,Achieve.PUBLIC0102 (2018/1),Data Analytics and Big Data,รายวิชา Intro to Data Analytics and Big Data จะเป็นการศึกษาเกี่ยวกับศาสตร์แห่งการวิเคราะห์ข้อมูล โดยแบ่งเนื้อหาออกเป็น 2 ส่วน คือ Data Analytics และ Big Data โดยจะเรียนรู้วิธีการวิเคราะห์ข้อมูลได้อย่างไร รวมถึงเทคนิคที่สามารถนำข้อมูลมาใช้งาน ทั้งนี้ผู้สอนได้รวบรวมกรณีศึกษามานำเสนอให้ผู้เรียนได้เรียนรู้ไม่ว่าจะเป็นข้อมูลด้านการศึกษา Social Network รวมไปถึง Geospatial data
TMJ6J25ZX3S0LMCA7FMN,Achieve.PUBLIC0103 (2018/1),Practical Data Analytics Using RapidMiner,การศึกษาและวิเคราะห์ข้อมูลด้วย Machine Learning โดยใช้โปรแกรม RapidMiner เพื่อให้เข้าใจถึงความสัมพันธ์ของข้อมูล พฤติกรรมต่าง ๆ ของลูกค้า และใช้ในการทำนายข้อมูล ซึ่งจะช่วยสนับสนุนการวางแผนและตัดสินใจทางธุรกิจได้
L0EQNV5NHK0WQMOPG3IE,Achieve.PUBLIC0104 (2018/1),Python for Data Science,"ศึกษาการใช้ภาษา Pythonในระดับเริ่มต้น โดยเริ่มจากการเรียน Syntax ไปจนถึงการนำมาใช้ในการดึงข้อมูลจาก Social Network  และเตรียมข้อมูลเพื่อให้สามารถวิเคราะห์ความสัมพันธ์ และนำเสนอข้อมูลในรูปแบบต่าง ๆ ได้
Objective
เพื่อให้ผู้เรียนพัฒนาทักษะและสามารถเข้าใจภาษาโปรแกรม Python เพื่อนำมาใช้ประโยชน์กับการวิเคราะห์ข้อมูล และเพิ่มศักยภาพของผู้เรียนในการใช้วิทยาศาสตร์ข้อมูลและการวิเคราะห์ข้อมูลให้มีประสิทธิภาพมากขึ้น
"
WTH7KOL2WP4CN8XF74OW,Achieve.PUBLIC0105 (2018/1),Data Science Pathway Test,
IXSS3Q6CVAT4VFR3AP8E,Achieve.BAY0101 (2018/1),Competing in a Data-Driven World: Understand and Know-How (BAY GROUP),การเปลี่ยน โลกที่เต็มไปด้วยข้อมูล ให้เป็น โลกที่ขับเคลื่อนด้วยข้อมูล เป็นแนวคิดที่ทุกองค์กรให้ความสำคัญสูงสุดในปัจจุบัน เนื่องจากจะส่งผลให้องค์กรเป็นผู้ชนะหรือผู้แพ้ในโลกที่มีการแข่งขันกันอย่างรุนแรง แต่คำถามที่ยังหาคำตอบอยู่ก็คือ แล้วองค์กรควรจะต้องดำเนินการอย่างไรบ้าง ซึ่งรายวิชานี้จะให้มุมมองแบบองค์รวม นำเสนอแนวปฏิบัติที่เป็นเลิศ (Best Practices) รวมถึงกรณีศึกษาต่างๆ เพื่อให้ผู้เรียน เข้าใจและรู้วิธี ที่จะนำไปปฏิบัติงานจริงได้ในการเปลี่ยนรูปองค์กร (Digital Transformation) ของตนให้เป็นองค์กรที่เป็นผู้ชนะในโลกที่ขับเคลื่อนด้วยข้อมูล
KWYT58K76XDE8WMMR9UH,Achieve.BAY0102 (2018/1),Data Analytics and Big Data (BAY GROUP),รายวิชา Intro to Data Analytics and Big Data จะเป็นการศึกษาเกี่ยวกับศาสตร์แห่งการวิเคราะห์ข้อมูล โดยแบ่งเนื้อหาออกเป็น 2 ส่วน คือ Data Analytics และ Big Data โดยจะเรียนรู้วิธีการวิเคราะห์ข้อมูลได้อย่างไร รวมถึงเทคนิคที่สามารถนำข้อมูลมาใช้งาน ทั้งนี้ผู้สอนได้รวบรวมกรณีศึกษามานำเสนอให้ผู้เรียนได้เรียนรู้ไม่ว่าจะเป็นข้อมูลด้านการศึกษา Social Network รวมไปถึง Geospatial data
RMSQPMY1QIGRGMG2PL0A,Achieve.BAY0103 (2018/1),Practical Data Analytics Using RapidMiner (BAY GROUP),การศึกษาและวิเคราะห์ข้อมูลด้วย Machine Learning โดยใช้โปรแกรม RapidMiner เพื่อให้เข้าใจถึงความสัมพันธ์ของข้อมูล พฤติกรรมต่าง ๆ ของลูกค้า และใช้ในการทำนายข้อมูล ซึ่งจะช่วยสนับสนุนการวางแผนและตัดสินใจทางธุรกิจได้
AQJ3YL1ROK5B4QZVL0GQ,Achieve.BAY0104 (2018/1),Python for Data Science (BAY GROUP),"ศึกษาการใช้ภาษา Pythonในระดับเริ่มต้น โดยเริ่มจากการเรียน Syntax ไปจนถึงการนำมาใช้ในการดึงข้อมูลจาก Social Network  และเตรียมข้อมูลเพื่อให้สามารถวิเคราะห์ความสัมพันธ์ และนำเสนอข้อมูลในรูปแบบต่าง ๆ ได้
Objective
เพื่อให้ผู้เรียนพัฒนาทักษะและสามารถเข้าใจภาษาโปรแกรม Python เพื่อนำมาใช้ประโยชน์กับการวิเคราะห์ข้อมูล และเพิ่มศักยภาพของผู้เรียนในการใช้วิทยาศาสตร์ข้อมูลและการวิเคราะห์ข้อมูลให้มีประสิทธิภาพมากขึ้น
"
IJ3E14KL0OJEZ0BHC6PY,Achieve.BAY0105 (2018/1),Data Science Pathway Test (BAY GROUP),
ONT8TSEMTHR8EVFQF6M7,TRC001.Advanced (2018/1),การควบคุมยาสูบรุ่นที่ 6,
9PE6IVRI6M26W9XBOHI2,CU.MOOC.028 (2018/1),HRM From Theories to Practices,รายวิชา HRM From Theories to Practices จะเป็นการศึกษาแนวคิดการบริหารทรัพยากรบุคคลสมัยใหม่ รวมถึงได้เรียนรู้และเข้าใจบทบาทการบริหารทรัพยากรบุคคลที่ถูกต้อง ตลอดจนสามารถนำความรู้  เครื่องมือ  และวิธีการต่างๆ ไปประยุกต์ใช้ในการบริหารงานในหน่วยงาน/องค์กรให้เกิดประโยชน์สูงสุด
MJD5M2PJVXMJX9ZPZTE4,CU.MOOC.029 (2018/1),กฎหมายกับธุรกิจ Law for Business: กฎหมายพื้นฐาน​สำหรับธุรกิจ,ความรู้ทางด้านกฎหมายถือว่าเป็นสิ่งจำเป็นในยุคปัจจุบัน  เนื่องด้วยปัจจุบันประชาชนส่วนใหญ่มีความสนใจที่จะมีธุรกิจเป็นของตัวเองมากกว่าการเป็นลูกจ้าง หรือเป็นทั้งลูกจ้างมนุษย์เงินเดือนไปพร้อมกับการทำธุรกิจเล็กๆ ที่หลากหลายไม่ว่าจะเป็นการขายสินค้าออนไลน์ผ่านช่องทางต่างๆ บน Social Network  การทำธุรกิจแบบสตาร์ทอัพ (Startup)  หรือว่าการทำธุรกิจแบบ SMEs ล้วนแล้วแต่เป็นอาชีพที่กำลังเป็นที่นิยมอย่างแพร่หลายอยู่ ณ ตอนนี้  ดังนั้นกฎหมายเกี่ยวกับธุรกิจมีความสำคัญและเป็นสิ่งจำเป็นที่นิสิตและประชาชนทั่วไปควรรู้  เพื่อจะได้นำไปใช้ในการประกอบอาชีพ และนำไปปรับใช้ในชีวิตประจำวันต่อไป
YCMJNTZICOPPBMG39YCB,CU.MOOC.030 (2018/1),กฎหมายกับธุรกิจ Law for Business: กฎหมายกับธุรกิจยุค Thailand 4.0 และภาษีกับธุรกิจ,ความรู้ทางด้านกฎหมายถือว่าเป็นสิ่งจำเป็นในยุคปัจจุบัน  เนื่องด้วยปัจจุบันประชาชนส่วนใหญ่มีความสนใจที่จะมีธุรกิจเป็นของตัวเองมากกว่าการเป็นลูกจ้าง หรือเป็นทั้งลูกจ้างมนุษย์เงินเดือนไปพร้อมกับการทำธุรกิจเล็กๆ ที่หลากหลายไม่ว่าจะเป็นการขายสินค้าออนไลน์ผ่านช่องทางต่างๆ บน Social Network  การทำธุรกิจแบบสตาร์ทอัพ (Startup)  หรือว่าการทำธุรกิจแบบ SMEs ล้วนแล้วแต่เป็นอาชีพที่กำลังเป็นที่นิยมอย่างแพร่หลายอยู่ ณ ตอนนี้  ดังนั้นกฎหมายเกี่ยวกับธุรกิจมีความสำคัญและเป็นสิ่งจำเป็นที่นิสิตและประชาชนทั่วไปควรรู้  เพื่อจะได้นำไปใช้ในการประกอบอาชีพ และนำไปปรับใช้ในชีวิตประจำวันต่อไป
BAW87RSTT4V8F89UJQPM,2803306 (2018/1),การสร้าง Infographics,"<h3>เกี่ยวกับรายวิชา</h3>
<p>รายวิชา การสร้าง Infographics : What &amp; How? จะเป็นการศึกษาเกี่ยวกับองค์ประกอบทางทัศนศิลป์ การจัดองค์ประกอบของภาพนิ่ง และโปสเตอร์ การจัดองค์ประกอบภาพเคลื่อนไหว การสร้างแผนภูมิ ประกอบด้วย แผนภูมิแท่ง แผนภูมิโดนัท แผนภูมิรูปภาพ และแผนภูมิภาพจริง รวมถึงการบันทึกไฟล์แบบต่างๆ โดยใช้โปรแกรม Microsoft Office : PowerPoint</p><h3>วัตถุประสงค์</h3><ol><li>เพื่อให้ผู้เรียนได้ทราบแนวคิด และเทคนิค การสร้าง Infographic ด้วยโปรแกรม PowerPoint</li><li>เพื่อให้ผู้เรียนสามารถฝึกสร้าง Infographic แบบง่ายๆ ได้ด้วยโปรแกรม PowerPoint</li><li>เพื่อให้ผู้เรียนสามารถจัดองค์ประกอบของภาพนิ่ง และภาพเคลื่อนไหวได้อย่างมีประสิทธิภาพ</li></ol>"
HH05GJBU7CKAWQTKILDY,TRC001.Basic.02 (2018/1),การควบคุมยาสูบพื้นฐาน (รอบที่ 2),
G6HQ28BSRUYJVDM8MFOR,CvTest0002 (2018/1),Competing in a Data-Driven World: Understand and Know-How (test),
O4F03VTV89VMI1ZR8RVT, (/),,????
8H5LKESDYHDYMUCX0J7F,CvTest0004 (2018/1),Competing in a Data-Driven World: Understand and Know-How (test),hfhfhfhf
W12XLYO9SIA2S2RVOL6N,PCCMS.001 (2018/1),Liver scanning protocol: Liver disease and Surveillance of HCC and CHCA,รายวิชาการอัลตราซาวด์ในตับ เป็นรายวิชาที่มุ่งเน้นให้ผู้เรียนได้เรียนการอัลตราซาวด์ตับเบื้องต้น และสามารถอธิบายลักษณะทางอัลตราซาวด์ของตับปกติ และพยาธิภาพของโรคในตับเฉพาะจุด (Focal liver lesion) รอยโรคในตับทั่วทั้งตับ (Diffuse liver lesion)   และนำไปสู่การวินิจฉัยเบื้องต้นได้ และมีความสามารถในการปรับวิธีในการตรวจมาตรฐานให้สัมพันธ์กับการตั้งคำถามทางคลินิกและอาการแสดงของผู้ป่วยที่มาตรวจ   ทั้งยังสามารถตรวงอัลตราซาวด์เพื่อคัดกรองมะเร็งตับเบื้องต้น (Hepatocellular carcinoma) และมะเร็งท่อทางเดินน้ำดีเบื้องต้น (Cholangiocarcinoma)  และสามารถให้คำจำกัดความ อุบัติการณ์ ปัจจัยเสี่ยง สาเหตุ วินิจฉัยเบื้องต้น และอธิบายลักษณะทางอัลตราซาวด์ของมะเร็งตับ (Hepatocellular carcinoma) และมะเร็งท่อทางเดินน้ำดี (Cholangiocarcinoma) ได้
ZPPJREZ9VELW435D4UBD,PCCMS.002 (2018/1),Liver scanning protocol II: Diffuse liver lesion,รายวิชารอยโรคในตับทั่วทั้งตับ (Diiffuse liver lesion) เป็นรายวิชาที่มุ่งเน้นให้ผู้ศึกษาได้รับความรู้ในการอัลตราซาวด์ตับเบื้องต้น และสามารถอธิบายลักษณะทางอัลตราซาวด์ของตับปกติ และพยาธิภาพของโรคในตับทั่วทั้งตับ (Diffuse liver lesion) แนะนำไปสู่การวินิจฉัยเบื้องต้นได้ และมีความสามารถในการปรับวิธีในการตรวจมาตรฐานให้สัมพันธ์กับการ ตั้งคำถามทางคลินิกและอาการแสดงของผู้ป่วยที่มาตรวจ
YZ7GNDPZ7XTVIJWT4SQZ,PCCMS.003 (2018/1),Liver scanning protocol III: Ultrasound surveillance of hepatocellular carcinoma,รายวิชาการอัลตราซาวด์เพื่อคัดกรองมะเร็งตับ (Hepatocellular carcinoma) เป็นรายวิชาที่มุ่งเน้นให้ผู้เรียนได้ทราบถึงคำจำกัดความของมะเร็งตับ (Hepatocellular carcinoma) อุบัติการณ์ ปัจจัยเสี่ยง สาเหตุ และการวินิจฉัยเบื้องต้น และสามารถอธิบายลักษณะทางอัลตราซาวด์ของมะเร็งตับ (Hepatocellular carcinoma) แยกจากความผิดปกติอื่นๆและตับปกติได้
D3IBELBWC4OVZWG4OYUA,PCCMS.004 (2018/1),Liver scanning protocol IV: Ultrasound surveillance of cholangiocarcinoma,รายวิชาการอัลตราซาวด์เพื่อคัดกรองมะเร็งท่อทางเดินน้้าดี (Cholangiocarcinoma) เป็นรายวิชาที่มุ่งเน้นให้ผู้เรียนได้ทราบถึงค้าจ้ากัดความของมะเร็งท่อ ทางเดินน้้าดี (Cholangiocarcinoma) อุบัติการณ์ปัจจัยเสี่ยง สาเหตุและการวินิจฉัยเบื้องต้น และสามารถอธิบายลักษณะทางอัลตราซาวด์ของมะเร็งท่อทางเดินน้้าดี (Cholangiocarcinoma) แยกจากความผิดปกติอื่น ๆ และตับปกติได้
2M5XHUAT7K6OZQUWXAXS,PCCMS.005 (2018/1),Gallbladder scanning protocol,รายวิชาการอัลตราซาวด์ในถุงน้ำดี มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทำอัล-ตราซาวด์ในถุงน้ำดี กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
9VAMYTQ4WVHPNJ5XAC8O,PCCMS.006 (2018/1),Pancreas scanning protocol,รายวิชาการอัลตราซาวด์ในตับอ่อน มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทำอัลตราซาวด์ในตับอ่อน กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
WJT59AIPVL7M0WV7C6FW,CU.MOOC.020.02 (2018/1),ดนตรีคลาสสิกปริทรรศน์ รุ่นที่ 2,รายวิชา ดนตรีคลาสสิกปริทรรศน์ (Introduction to Classical Music) จะมีเนื้อหาที่ให้ความรู้เกี่ยวกับ ความหมาย ความสำคัญ รวมไปถึง องค์ประกอบของดนตรีคลาสสิก อีกทั้งยังได้รับความรู้เกี่ยวกับ เครื่องดนตรีแต่ละประเภท การรวมวง ดนตรีคลาสสิกในแต่ละยุค รวมถึงเพลงคลาสสิกที่ได้รับความนิยม หรือแม้กระทั่งความสัมพันธ์ระหว่าง จุฬาลงกรณ์มหาวิทยาลัย กับ ดนตรีคลาสสิก ว่าเป็นอย่างไรบ้าง และสุดท้ายการฟังดนตรีคลาสสิกจะไม่ใช่เรื่องยากอีกต่อไปถ้าเรารู้จักมารยาทในการฟังดนตรีคลาสสิก
OTS26V4DL3U4LE4YHWAF,CU.MOOC.009.03 (2018/1),ทำอย่างไรให้สินค้า Go Inter ขายได้ขายดี และดังข้ามโลก รุ่นที่ 3,รายวิชา ทำอย่างไรให้สินค้า go inter... ขายได้ขายดี และดังข้ามโลก จะเป็นการศึกษาเกี่ยวกับหัวใจของการสื่อสารการตลาดระหว่างประเทศ โดยจะนำเสนอแนวคิดต่างๆ และเทคนิคสั้นๆ ง่ายๆ ที่จะทำให้ธุรกิจการค้าสามารถส่งออกสินค้าไปขายทั่วโลก และจะเป็นการค้าที่ยั่งยืนต่อไป
QHFKPN7D6QDV9226ZDHW,CU.MOOC.014.04 (2018/1),Intro to Data Analytics and Big Data รุ่นที่ 4,รายวิชา Intro to Data Analytics and Big Data จะเป็นการศึกษาเกี่ยวกับศาสตร์แห่งการวิเคราะห์ข้อมูล โดยแบ่งเนื้อหาออกเป็น 2 ส่วน คือ Data Analytics หรือที่นิยมเรียนกันว่า DATA SCIENCE และ Big Data โดยจะเรียนรู้วิธีการวิเคราะห์ข้อมูลได้อย่างไร รวมถึงเทคนิคที่สามารถนำข้อมูลมาใช้งานได้ แม้กระทั่งขั้นตอนวิธีการทำงานหรือเรียนรู้เกี่ยวกับเครื่องมือที่ใช้ในการทำงาน ทั้งนี้ผู้สอนได้รวบรวมกรณีศึกษามานำเสนอให้ผู้เรียนได้เรียนรู้ไม่ว่าจะเป็นข้อมูลด้านการศึกษา ข้อมูล Social Online รวมไปถึงข้อมูลในรูปแบบแผนที่ และสุดท้ายจะแนะนำการทำ workshop ด้วยโปรแกรม rapidminer
9301L5BFKAFLGFS5P0BH,CU.MOOC.031 (2018/1),English for Job Hunters,"วิชา English for Job Hunters มีเนื้อหาเกี่ยวกับภาษาอังกฤษที่จะเอื้อให้ผู้เรียนสามารถใช้ภาษาอังกฤษในการหางาน  เขียน resume และสัมภาษณ์งานได้อย่างมีประสิทธิภาพและมั่นใจ  โดยรายละเอียดเนื้อหาวิชาจะมุ่งเน้นทำให้ผู้เรียนคุ้นเคยกับภาษาอังกฤษที่มักพบเจอในโฆษณารับสมัครงาน เรียนรู้คำศัพท์พื้นฐานที่ใช้ในแวดวงการทำงาน การเลือกใช้คำที่จะนำมาเขียน resume รวมไปถึงสามารถเข้าใจคำถามที่มักพบในการสัมภาษณ์งานที่เป็นภาษาอังกฤษ อีกทั้งผู้เรียนจะได้รู้วิธีการพูดเกี่ยวกับตนเองเมื่อถูกสัมภาษณ์งานซึ่งถือว่าเป็นส่วนสำคัญในกระบวนการรับบุคคลเข้าทำงาน
ทักษะที่ผู้เรียนจะได้พัฒนาเมื่อเรียนรายวิชานี้ คือ ผู้เรียนจะสามารถอ่านโฆษณารับสมัครงานเป็นภาษาอังกฤษได้ สามารถใช้คำศัพท์ในแวดวงการทำงานได้อย่างถูกต้อง เลือกใช้คำเพื่อเขียน resume ได้อย่างเหมาะสม และสามารถใช้ภาษาอังกฤษสื่อสารโต้ตอบในการสัมภาษณ์งานได้อย่างมีประสิทธิภาพและมั่นใจ"
OS3YOHWIANL4SH40GJAY,PCCMS.007 (2018/1),Kidney scanning protocol,รายวิชาการอัลตราซาวด์ในไต มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทาอัลตราซาวด์ในไต กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
5Q8VUZ0183CTSIHYA3KM,PCCMS.008 (2018/1),Spleen scanning protocol,รายวิชาการอัลตราซาวด์ในม้าม มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทาอัลตราซาวด์ในม้าม กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
CO804VAMI3Q173FWDCCW,PCCMS.009 (2018/1),Abdominal great vessels scanning protocol,รายวิชาการอัลตราซาวด์เส้นเลือดแดงใหญ่และเส้นเลือดดำใหญ่ มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทาอัลตราซาวด์เส้นเลือดแดงใหญ่และเส้นเลือดดำใหญ่ กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารถอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
Z7OZEUR8OOZLFTRJ3S0U,PCCMS.010 (2018/1),Bladder and female pelvis scanning protocol,รายวิชาการอัลตราซาวด์กระเพาะปัสสาวะ และอวัยวะภายในอุ้งเชิงกราน มุ่งเน้นให้ผู้เรียนได้เรียนรู้เทคนิคการทาอัลตราซาวด์ในกระเพาะปัสสาวะ และอวัยวะภายในอุ้งเชิงกราน กายวิภาคปกติ การเตรียมผู้ป่วยเพื่อตรวจ และสามารอธิบายลักษณะทางอัลตราซาวด์ปกติ และพยาธิสภาพที่พบบ่อยได้
C3C08QNNXXDFWIVUEDAL,DPU.001.03 (2018/1),"Unicorn journey: Startup Your Own Business, Module 3",แนวคิดในการสร้างธุรกิจดิจิทัล โดยสร้างสรรค์นวัตกรรมที่มีคุณค่า แนวคิดทางธุรกิจและโมเดลทางธุรกิจที่ตอบสนองการแก้ไขปัญหาให้กับลูกค้ากลุ่มเป้าหมาย สื่อสารและสร้างความสัมพันธ์กับลูกค้าเป้าหมายอย่างสร้างสรรค์ การบริหารจัดการโลจิสติกส์ กฎหมายธุรกิจและทรัพย์สินทางปัญญา ภาษีธุรกิจ การหาแหล่งเงินทุนและบริหารความมั่นคงรวมทั้งการบัญชีเพื่อสร้างและบริหารธุรกิจดิจิทัล
3VVLFFEXB4QFLHEYISFB,2803381 (2018/2),International Advertising and Marketing Communications,"This is an exclusive online course for 2803381 International Advertising and Marketing Communication, Chulalongkorn University"
KTDV6J95MMM8T3NYTKJ8,CU.MOOC.004.03 (2018/2),Critical Thinking for Business รุ่นที่ 3,รายวิชา Critical Thinking for Business จะเป็นการศึกษาเรื่องกระบวนการคิด ตั้งแต่เรื่องกรอบความคิดเดิม (Paradigm) วิธีการตั้งคำถามแบบ Socratic Method และการคิดก่อนคิด (Thinking about Thinking) เพื่อคลายกรอบความคิดเดิม รวมถึงจะมีการนำเสนอเครื่องมือเพิ่มเติมในการฝึกคิด และกรณีศึกษาเกี่ยวกับกระบวนการคิดในรูปแบบต่างๆ
FNONNX6ZNA8NP3F1FCTV,CU.MOOC.021.02 (2018/2),มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ รุ่นที่ 2,รายวิชา มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ จะมีเนื้อหาที่ให้ความรู้เกี่ยวกับ เรื่อง Parts of Speech สอนให้ผู้เรียนรู้หน้าที่ของคำชนิดต่างๆ แยกคำชนิดต่างๆ ได้ โดยดูจาก suffixes สามารถนำความรู้เบื้องต้นนี้ไปใช้ได้อย่างถูกต้อง และสามารถทำโจทย์ที่ทดสอบเรื่อง parts of speech ได้ทุกรูปแบบ ไม่ว่าจะเป็นเติมคำ หรือ error identification
WJRPZZZ2IEYBGO5YLJ4U,CU.MOOC.032 (2018/2),การประชาสัมพันธ์ผ่านวิทยุและโทรทัศน์,รายวิชาการประชาสัมพันธ์ผ่านวิทยุและโทรทัศน์ จะเป็นการนำเสนอเนื้อหาเกี่ยวกับการประชาสัมพันธ์ผ่านสื่อวิทยุ และสื่อโทรทัศน์  โดยผู้สอนจะกล่าวถึงความรู้พื้นฐาน  ประวัติความเป็นมา ประเภทของรายการวิทยุ และโทรทัศน์  รูปแบบการประชาสัมพันธ์  วิธีการเขียนบทวิทยุ และการเขียนบทโทรทัศน์  พร้อมทั้งนำเสนอเทคนิคการผลิตสื่อประชาสัมพันธ์  นักประชาสัมพันธ์ที่ดีจะต้องรู้จักพัฒนากลยุทธ์การประชาสัมพันธ์ให้สอดคล้องกับสิ่งที่องค์กรต้องการ และเผยแพร่สื่อที่ดีเพื่อให้สื่อสามารถเข้าถึงมวลชนได้ตรงตามวัตถุประสงค์
