cv_cid,course_pretitle,course_title,course_description
8DVSLDRXSBL4GTEXMGMH,CU.MOOC.033 (2018/2),วิชาแพะ: นวัตกรรมทางระบบสืบพันธุ์ขั้นสูงเพื่อขับเคลื่อนการผลิตแพะ,วิชาแพะ : นวัตกรรมทางระบบสืบพันธุ์ขั้นสูงเพื่อขับเคลื่อนการผลิตแพะ เป็นการนำความรู้จากโครงการ “การพัฒนาประสิทธิภาพเทคโนโลยีการแช่แข็งตัวอ่อนแพะ แกะ และการจัดตั้งต้นแบบธุรกิจผลิตสัตว์เคี้ยวเอื้องขนาดเล็กด้วยเทคโนโลยีชีวภาพทางระบบสืบพันธุ์” มานำเสนอในรูปแบบออนไลน์  โดยมีการนำเสนอข้อมูลที่สำคัญและเป็นประโยชน์ และเป็นแนวทางในการนำเอาองค์ความรู้ด้านการผสมเทียมและการย้ายฝากตัวอ่อนที่สามารถช่วยพัฒนาปรับปรุงพันธุ์ และป้องกันโรคติดต่อทางการสืบพันธุ์ที่ยอมรับทั่วโลกมาสู่ภาคเอกชน  และสามารถตอบโจทย์กลุ่มเกษตรกรผู้เลี้ยงแพะ แกะ และนำไปสู่การวางแผนธุรกิจ รวมทั้งการเปิดวิสัยทัศน์ให้กับนิสิต นักศึกษาสัตวแพทย์ในการเรียนรู้ด้านนวัตกรรมทางระบบสืบพันธุ์ และการนำความรู้มาสู่การปฏิบัติจริงในการประกอบอาชีพในอนาคต
SNC85GBZ33BCQ5UPP0V3,CU.MOOC.034 (2018/2),ยานยนต์ไฟฟ้า - กุญแจสู่การสัญจรยุคหน้า (EV - The key to future mobility),สำหรับวิชา ยานยนต์ไฟฟ้า - กุญแจสู่การสัญจรยุคหน้า (EV - The key to future mobility) จะเป็นการนำเสนอเกี่ยวกับความรู้พื้นฐานเกี่ยวกับเทคโนโลยียานยนต์ไฟฟ้า และแนวคิดจากเทคโนโลยีใหม่ๆ โดยมุ่งเน้นใหผู้เรียนเห็นถึงโอกาสที่สังคมไทยจะได้ประโยชน์จากเทคโนโลยียานยนต์ไฟฟ้า และตระหนักถึงความท้าทายกว่าสังคมจะก้าวจากความเคลือบแคลงสงสัยสู่การโอบรับสนับสนุนการพัฒนาการใช้ประโยชน์ อุตสาหกรรม และธุรกิจที่เกี่ยวของกับยานยนตไฟฟ้า รวมไปถึงการสร้างความยั่งยืนให้กับสังคมโลกต่อไป
E3RVI697B01UP5E1M85J,FECAMP (2018/2),FEAT by FE Camp 12,
0UY15UUH9L0IULU6GDG5,TRC001.Basic.03 (2018/2),การควบคุมยาสูบพื้นฐาน (รอบที่ 3),
MMDD3WQPWTPBBPWHAG7R,CU.MOOC.022.02 (2018/2),เรื่องสิ่งแวดล้อมเรื่องของเรา: Environment 4.0 รุ่นที่ 2,รายวิชาเรื่องสิ่งแวดล้อมเรื่องของเรา : Environment 4.0 จะมีเนื้อหาเกี่ยวกับการเผยแพร่ความรู้พื้นฐานที่เกี่ยวกับสิ่งแวดล้อมรอบตัวมนุษย์ โดยมุ่งเน้นให้ผู้เรียนได้มีโอกาสเรียนรู้จากประสบการณ์จริงในสถานที่ต่างๆ ควบคู่ไปกับการเพิ่มพูนความรู้จากศาสตร์ที่เกี่ยวข้องไปพร้อมกัน ซึ่งเป็นการเพิ่มทักษะในการวิเคราะห์ ทำความเข้าใจปัญหาและแนวทางการดำเนินการที่เหมาะสม ในด้านเทคโนโลยี การจัดการ และการมีส่วนร่วมในการดูแลและรักษาทรัพยากรธรรมชาติและสิ่งแวดล้อม โดยอาศัยความรู้พื้นฐานด้านวิศวกรรมสิ่งแวดล้อม มาประยุกต์ใช้ให้เกิดประโยชน์ มุ่งเน้นให้ผู้เรียนสามารถวิเคราะห์และเรียนรู้ด้วยตนเอง รวมถึงเรียนรู้การทำงานร่วมกับผู้อื่น
W1ZAXUF9RMH9RXW23FPR,CU.MOOC.007.02 (2018/2),ภาษาอาหรับเบื้องต้น รุ่นที่ 2,"<h3>เกี่ยวกับรายวิชา</h3>
<p>รายวิชาภาษาอาหรับเบื้องต้น จะเป็นการศึกษาเกี่ยวกับความสำคัญของภาษาอาหรับเบื้องต้นและวิธีการเรียนภาษาอาหรับ รวมไปถึงความรู้ทั่วไปเกี่ยวกับภาษาอาหรับ ได้แก่ ลักษณะทางภายภาพของภาษาอาหรับ ภาษาที่ใช้ตัวอักษรอาหรับเป็นตัวเขียน การสาธิตการเขียนตัวอักษรอาหรับจากผู้เชี่ยวชาญ การออกเสียงและการใช้ Motion Graphic ประกอบคำบรรยาย</p><h3>วัตถุประสงค์</h3><ol><li>เป็นการเรียนรู้ความสำคัญของภาษาอาหรับเบื้องต้น โดยผู้เรียนสามารถเขียนภาษาอาหรับได้</li><li>เป็นการเรียนรู้ความสำคัญของภาษาอาหรับเบื้องต้น โดยผู้เรียนสามารถออกเสียงภาษาอาหรับได้</li></ol>"
U7F5UF69BSIK0VPCU0YR,CU.MOOC.023.02 (2018/2),มหากาพย์ อังกฤษ อัพเกรด: ไวยากรณ์พร้อมรบ รุ่นที่ 2,เนื้อหาที่ให้ความรู้ที่เน้นประเด็นไวยากรณ์ต่างๆ ที่ต้องใช้บ่อย รวมถึงเป็นกลุ่มที่มักพบเจอในข้อสอบ ดังนั้นจึงเน้นการสอนให้ผู้เรียนได้ทบทวนประเด็นไวยากรณ์จำเป็นที่เคยเรียนแล้ว ชี้ให้เห็นจุดที่มักพลาด รวมถึงให้ทำแบบฝึกหัดรูปแบบต่างๆ เพิ่มความพร้อมสู้ทุกสนามสอบ
1E4ZGDM7EPGXFLDK98QY,CU.MOOC.013.02 (2018/2),หลักการพื้นฐานทางกฎหมายทั่วไป รุ่นที่ 2,รายวิชา หลักการพื้นฐานทางกฎหมายทั่วไป จะเป็นการศึกษาเกี่ยวกับความสัมพันธ์ระหว่างสังคมและกฎเกณฑ์ความประพฤติ ความหมายและลักษณะของกฎหมาย ที่มาของกฎหมาย ศักดิ์ของกฎหมาย ขอบเขตการใช้กฎหมาย การตีความและการอุดช่องว่างของกฎหมาย และประเภทของกฎหมาย
SGP9F43DAG6T1JYH08LV,CU.MOOC.035 (2018/2),ทรัพย์สินทางปัญญากับธุรกิจ และการพัฒนานวัตกรรม,วิชาทรัพย์สินทางปัญญากับธุรกิจ และการพัฒนานวัตกรรม  เนื้อหาจะกล่าวถึง ความสำคัญของทรัพย์สินทางปัญญามีความสำคัญอย่างไรกับการทำธุรกิจและการพัฒนานวัตกรรม การคุ้มครองสิ่งประดิษฐ์ คิดค้น และสร้างสรรค์  ไม่ว่าจะเป็นการเพิ่มศักยภาพในการแข่งขันให้กับธุรกิจ และการสร้างภาพลักษณ์ให้แก่องค์กร  มาเรียนรู้ความหมายของคำว่า ทรัพย์สินทางปัญญาที่ถูกต้อง อะไรบ้างที่จัดเป็นทรัพย์สินทางปัญญา อายุความคุ้มครองนานเท่าใด ความรู้เรื่องสิทธิบัตร ประเภทสิทธิบัตร  เรื่องลิขสิทธิ์  ซึ่งเป็นการนำเสนอความรู้เรื่องทรัพย์สินทางปัญญาเกี่ยวกับ ธุรกิจ และการพัฒนานวัตกรรมให้แก่บุคลากร นิสิต นักศึกษา  บุคคลทั่วไป รวมไปถึงกลุ่มผู้ประกอบการทางด้านธุรกิจต่างๆ เพื่อนำไปใช้ประกอบการทำงานตามวิชาชีพ และประโยชน์ด้านอื่นๆ
797SYVREJDLR1NGTXEZ6,CU.MOOC.036 (2018/2),นาฏยกรรมสยาม ตอน “ลิเก มรดกไทยในยุคสังคมเมือง”,วิชานาฏยกรรมสยาม ตอน “ลิเก มรดกไทยในยุคสังคมเมือง” เป็นวิชาที่ต้องการเผยแพร่องค์ความรู้เกี่ยวกับประวัติความเป็นมา ประเภท  การดำรงชีวิตของนักแสดง  องค์ประกอบของการแสดง  เครื่องแต่งกาย ท่าร่ายรำ รวมไปถึงขั้นตอนและกระบวนการจัดแสดงลิเก  เพื่อให้แก่นิสิต นักศึกษา และประชาชนทั่วไปที่สนใจ  ได้ศึกษาเรียนรู้ศิลปวัฒนธรรมของไทย  และร่วมกันสืบสานและอนุรักษ์วัฒนธรรมไทยให้ลูกหลานได้ศึกษา
9WCRCY8QA1QIDTGAO4KN,Achieve.Michelin0201 (2018/2),Intro to Social Psychology for Business (Michelin),ผู้เรียนจะได้เรียนรู้เกี่ยวกับการสื่อสารของมนุษย์ในเชิงธุรกิจ ลักษณะขององค์กรธุรกิจ โดยเฉพาะหลักในการโน้มน้าวใจและการมีอิทธิพลต่อพฤติกรรมของผู้รับสาร เช่น ผู้บริโภค เพื่อนร่วมงาน และผู้บังคับบัญชา รวมถึงการทำความเข้าใจเกี่ยวกับอวัจนภาษาต่างๆ อาทิ การแต่งกาย ท่าทาง สีหน้า น้ำเสียง เป็นต้น
YTRCPGFO30F379XPNF3C,Achieve.Michelin0202 (2018/2),Storytelling Structure & Media Design (Michelin),ผู้เรียนจะได้เรียนรู้เกี่ยวกับการเล่าเรื่อง การจัดทำโครงสร้าง องค์ประกอบ ขั้นตอน เทคนิคการอุปมาและการเปรียบเทียบ ตลอดจนการออกแบบสื่อ เช่น สไลด์นำเสนอ ข่าวประชาสัมพันธ์ สื่อประชาสัมพันธ์ เช่น สื่อสังคม (Social media)  เหตุการณ์พิเศษ (Special Event) เพื่อให้สามารถเลือกใช้สื่อให้เหมาะสมกับเนื้อหาและบริบท
037WNEP3Q5VU8FUNFB1N,Achieve.Michelin0203 (2018/2),Effective Presentation Delivery (Michelin),ผู้เรียนจะได้เรียนรู้เกี่ยวกับหลักการนำเสนอ การจัดเตรียมโครงสร้าง องค์ประกอบ ขั้นตอน เทคนิคการอุปมาและการเปรียบเทียบ การเลือกใช้ภาษาและอวัจนภาษาต่างๆ ที่เกี่ยวข้องในการนำเสนอได้อย่างถูกต้อง ครบถ้วน และมีประสิทธิภาพ รวมถึงการออกแบบและเลือกใช้สื่อที่เหมาะสมในการนำเสนอต่างๆ เช่น การนำเสนอเพื่อให้ข้อมูล การนำเสนอเพื่อโน้มน้าวใจ การนำเสนอเพื่อความบันเทิง
SZ8FTZG0ALWCIOO9XZ8P,Achieve.Michelin0204 (2018/2),Negotiation & Value Creation (Michelin),"ผู้เรียนจะได้เรียนรู้เกี่ยวกับกลยุทธ์ที่ใช้ในการเจรจาต่อรอง ประเภทของการเจรจาต่อรอง หลักการจัดการความตึงเครียดระหว่างการเจรจาต่อรอง หลักการฟังเชิงรุก (Active listening)  ข้อควรระวังในเจรจาต่อรอง กระบวนการเจรจาต่อรอง เช่น การจัดลำดับการเจรจาต่อรอง การเตรียมการเจรจาต่อรอง จิตวิทยาที่เกี่ยวข้องกับการเจรจาต่อรอง การบรรลุเป้าหมายของการเจรจาต่อรอง การทำสัญญาและข้อตกลง เทคนิคการจัดการกับข้อเรียกร้องในระหว่างการเจราจาต่อรอง การสร้างเงื่อนไข: Anchoring, Overconfidence, Framing, Availability การสร้างเงื่อนไข: Escalation, Reciprocation, Contrast การจัดการความขัดแย้งในระหว่างการเจราจาต่อรอง"
NE55B4QHA5BA5KEQ57YH,Achieve.Michelin0205 (2018/2),Persuasive Presentation & Negotiation Pathway Test (Michelin),
Z426HIYWTFYPXGQJIK7E,Achieve.PUBLIC0103.CLONED (2019/1),Practical Data Analytics Using RapidMiner,การศึกษาและวิเคราะห์ข้อมูลด้วย Machine Learning โดยใช้โปรแกรม RapidMiner เพื่อให้เข้าใจถึงความสัมพันธ์ของข้อมูล พฤติกรรมต่าง ๆ ของลูกค้า และใช้ในการทำนายข้อมูล ซึ่งจะช่วยสนับสนุนการวางแผนและตัดสินใจทางธุรกิจได้
9Y2S2JKZU3WI0DK3AKU2,CU.MOOC.039 (2018/2),Practical Data Analytics Using RapidMiner,การศึกษาและวิเคราะห์ข้อมูลด้วย Machine Learning โดยใช้โปรแกรม RapidMiner เพื่อให้เข้าใจถึงความสัมพันธ์ของข้อมูล พฤติกรรมต่าง ๆ ของลูกค้า และใช้ในการทำนายข้อมูล ซึ่งจะช่วยสนับสนุนการวางแผนและตัดสินใจทางธุรกิจได้
GPZXA7604UV7DIZREU2M,FECAMP.CLONED (2018/3),Test Course (do not register),
7UH9AXXH9HVCD0IGRXR2,CU.MOOC.024.02 (2018/2),มหากาพย์ อังกฤษ อัพเกรด : โค้งสุดท้ายไวยากรณ์ และการออกเสียงภาษาอังกฤษ รุ่นที่ 2,"รายวิชา มหากาพย์ อังกฤษ อัพเกรด : โค้งสุดท้ายไวยากรณ์และการออกเสียงภาษาอังกฤษ จะเป็นการสรุปประเด็นไวยากรณ์ที่พบบ่อยในข้อสอบ ติวเข้มสำหรับผู้ที่มีเวลาจำกัด ทบทวนประเด็นเพิ่มความมั่นใจก่อนเข้าสนามสอบ และสอนเกี่ยวกับ problem sounds, word stress และ linking sounds รวมถึงการออกเสียงเบื้องต้น"
MG5DJQN7QCK3ECIM11H0,CU.MOOC.037 (2018/2),คนรักสุนัข: Dog Lover,วิชา คนรักสุนัข : Dog Lover เป็นวิชาที่เริ่มต้นจากคนที่รักสุนัขและลงท้ายด้วยความเข้าใจว่าจะต้อง ดูแลสุนัขอย่างไร โดยเนื้อหาวิชานี้เปรียบเสมือนคู่มือการเลี้ยงสุนัขเบื้องต้นเพราะว่าจะนำเสนอรายละเอียดเกี่ยวกับ  วิธีการเลือกสุนัข   การเข้าใจพฤติกรรมของสุนัข การดูแลสุขภาพเบื้องต้น การเลือกอาหาร  การสังเกตอาการป่วย  ความเข้าใจเกี่ยวกับโรคติดต่อต่างๆ   การคุมกำเนิด  รวมถึงการดูแลสุนัขในช่วงอายุต่างๆ
KLHPQ3A1EASE5AWHQMXA,CU.MOOC.038 (2018/2),สืบสานสาระมหาชาติ (คำหลวง),วิชา สืบสานสาระมหาชาติ (คำหลวง) เป็นความรู้เบื้องต้นเกี่ยวกับวรรณคดีเรื่องมหาชาติและการเทศน์มหาชาติมาเผยแพร่ในรูปแบบออนไลน์เพื่อให้ความรู้แก่ประชาคมทุกระดับอย่างกว้างขวาง  โดยมีการเรียบเรียง และคัดสรรเนื้อหาที่ให้ผู้เรียนสามารถเข้าใจได้ง่าย ถูกต้องและเหมาะสม
W7KHRBJDOONVYVJHV5YG,CU.MOOC.021.CU01(2019/1),มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ (จุฬาฯ),รายวิชา มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ จะมีเนื้อหาที่ให้ความรู้เกี่ยวกับ เรื่อง Parts of Speech สอนให้ผู้เรียนรู้หน้าที่ของคำชนิดต่างๆ แยกคำชนิดต่างๆ ได้ โดยดูจาก suffixes สามารถนำความรู้เบื้องต้นนี้ไปใช้ได้อย่างถูกต้อง และสามารถทำโจทย์ที่ทดสอบเรื่อง parts of speech ได้ทุกรูปแบบ ไม่ว่าจะเป็นเติมคำ หรือ error identification
MEJPZX79SXPLJJE5DWI4,CU.MOOC.021.CU01 (2018/2),มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ (จุฬาฯ),รายวิชา มหากาพย์ อังกฤษ อัพเกรด: ตั้งไข่ไวยากรณ์ จะมีเนื้อหาที่ให้ความรู้เกี่ยวกับ เรื่อง Parts of Speech สอนให้ผู้เรียนรู้หน้าที่ของคำชนิดต่างๆ แยกคำชนิดต่างๆ ได้ โดยดูจาก suffixes สามารถนำความรู้เบื้องต้นนี้ไปใช้ได้อย่างถูกต้อง และสามารถทำโจทย์ที่ทดสอบเรื่อง parts of speech ได้ทุกรูปแบบ ไม่ว่าจะเป็นเติมคำ หรือ error identification
9WHKW5SSD42H3TYIRYNJ,CU.MOOC.023.CU01 (2018/2),มหากาพย์ อังกฤษ อัพเกรด: ไวยากรณ์พร้อมรบ (จุฬาฯ),เนื้อหาที่ให้ความรู้ที่เน้นประเด็นไวยากรณ์ต่างๆ ที่ต้องใช้บ่อย รวมถึงเป็นกลุ่มที่มักพบเจอในข้อสอบ ดังนั้นจึงเน้นการสอนให้ผู้เรียนได้ทบทวนประเด็นไวยากรณ์จำเป็นที่เคยเรียนแล้ว ชี้ให้เห็นจุดที่มักพลาด รวมถึงให้ทำแบบฝึกหัดรูปแบบต่างๆ เพิ่มความพร้อมสู้ทุกสนามสอบ
40PSTXK64481ALC67LO9,CU.MOOC.024.CU01 (2018/2),มหากาพย์ อังกฤษ อัพเกรด : โค้งสุดท้ายไวยากรณ์ และการออกเสียงภาษาอังกฤษ (จุฬาฯ),"รายวิชา มหากาพย์ อังกฤษ อัพเกรด : โค้งสุดท้ายไวยากรณ์และการออกเสียงภาษาอังกฤษ จะเป็นการสรุปประเด็นไวยากรณ์ที่พบบ่อยในข้อสอบ ติวเข้มสำหรับผู้ที่มีเวลาจำกัด ทบทวนประเด็นเพิ่มความมั่นใจก่อนเข้าสนามสอบ และสอนเกี่ยวกับ problem sounds, word stress และ linking sounds รวมถึงการออกเสียงเบื้องต้น"
AM1BP7KG0M1841Q1C9XS,CU.MOOC.025.CU01 (2018/2),มหากาพย์ อังกฤษ อัพเกรด : ศัพท์ทะลุ อ่านทะลวง (จุฬาฯ),รายวิชา มหากาพย์ อังกฤษ อัพเกรด : ศัพท์ทะลุ อ่านทะลวง จะสอนเกี่ยวกับรากศัพท์และ Prefixes ที่พบบ่อย รวมถึงเทคนิคการเดาความหมายคำศัพท์จากบริบท เทคนิคการอ่าน และคำถามที่พบบ่อยในข้อสอบ Reading Comprehension
RMRKTDDSI38XQX4A738D,CU.MOOC.027.CU01 (2018/2),มหากาพย์ อังกฤษ อัพเกรด: Conversation มั่นใจ (จุฬาฯ),"รายวิชา มหากาพย์ อังกฤษ อัพเกรด : Conversation มั่นใจ จะสอนเทคนิควิธีทำข้อสอบแนว Conversation หรือ Part ที่เรียกว่า Speaking โดยนำเสนอ Expressions, Idioms หรือ Proverbs ที่พบเห็นบ่อยในชีวิตจริง และในข้อสอบ นอกจากนี้สามารถนำไปใช้เตรียมตัวสอบได้อย่างมั่นใจ รวมถึงสามารถใช้สื่อสารในชีวิตประจำวัน"
5Q77324S9RW1A7KESZGE,Achieve.PUBLIC0201 (2018/2),Intro to Social Psychology for Business,ผู้เรียนจะได้เรียนรู้เกี่ยวกับการสื่อสารของมนุษย์ในเชิงธุรกิจ ลักษณะขององค์กรธุรกิจ โดยเฉพาะหลักในการโน้มน้าวใจและการมีอิทธิพลต่อพฤติกรรมของผู้รับสาร เช่น ผู้บริโภค เพื่อนร่วมงาน และผู้บังคับบัญชา รวมถึงการทำความเข้าใจเกี่ยวกับอวัจนภาษาต่างๆ อาทิ การแต่งกาย ท่าทาง สีหน้า น้ำเสียง เป็นต้น
KDL2TK4EHUGSZ20ZBR8Q,Achieve.PUBLIC0202 (2018/2),Storytelling Structure & Media Design,ผู้เรียนจะได้เรียนรู้เกี่ยวกับการเล่าเรื่อง การจัดทำโครงสร้าง องค์ประกอบ ขั้นตอน เทคนิคการอุปมาและการเปรียบเทียบ ตลอดจนการออกแบบสื่อ เช่น สไลด์นำเสนอ ข่าวประชาสัมพันธ์ สื่อประชาสัมพันธ์ เช่น สื่อสังคม (Social media)  เหตุการณ์พิเศษ (Special Event) เพื่อให้สามารถเลือกใช้สื่อให้เหมาะสมกับเนื้อหาและบริบท
QSXMX8FLL0DQHSX3DED0,Achieve.PUBLIC0203 (2018/2),Effective Presentation Delivery,ผู้เรียนจะได้เรียนรู้เกี่ยวกับหลักการนำเสนอ การจัดเตรียมโครงสร้าง องค์ประกอบ ขั้นตอน เทคนิคการอุปมาและการเปรียบเทียบ การเลือกใช้ภาษาและอวัจนภาษาต่างๆ ที่เกี่ยวข้องในการนำเสนอได้อย่างถูกต้อง ครบถ้วน และมีประสิทธิภาพ รวมถึงการออกแบบและเลือกใช้สื่อที่เหมาะสมในการนำเสนอต่างๆ เช่น การนำเสนอเพื่อให้ข้อมูล การนำเสนอเพื่อโน้มน้าวใจ การนำเสนอเพื่อความบันเทิง
MVT2JPCEVTK3I0014PPM,Achieve.PUBLIC0204 (2018/2),Negotiation & Value Creation,"ผู้เรียนจะได้เรียนรู้เกี่ยวกับกลยุทธ์ที่ใช้ในการเจรจาต่อรอง ประเภทของการเจรจาต่อรอง หลักการจัดการความตึงเครียดระหว่างการเจรจาต่อรอง หลักการฟังเชิงรุก (Active listening)  ข้อควรระวังในเจรจาต่อรอง กระบวนการเจรจาต่อรอง เช่น การจัดลำดับการเจรจาต่อรอง การเตรียมการเจรจาต่อรอง จิตวิทยาที่เกี่ยวข้องกับการเจรจาต่อรอง การบรรลุเป้าหมายของการเจรจาต่อรอง การทำสัญญาและข้อตกลง เทคนิคการจัดการกับข้อเรียกร้องในระหว่างการเจราจาต่อรอง การสร้างเงื่อนไข: Anchoring, Overconfidence, Framing, Availability การสร้างเงื่อนไข: Escalation, Reciprocation, Contrast การจัดการความขัดแย้งในระหว่างการเจราจาต่อรอง"
702VS2UKEBUWCEBPDPX4,Achieve.PUBLIC0205 (2018/2),Persuasive Presentation & Negotiation Pathway Test,
OWB7JPHS8XWA4G4UPS1V,CU.MOOC.008.04 (2018/2),การสร้าง Infographics: What & How? รุ่นที่ 4,รายวิชาการสร้าง Infographics : What & How? จะเป็นการศึกษาเกี่ยวกับการสร้าง Infographic รูปแบบต่างๆผ่านโปรแกรม Microsoft Office : Powerpoint ได้แก่ การสร้างแผนภูมิแท่ง แผนภูมิโดนัท แผนภูมิรูปภาพ Infographic ภาพจริง รวมถึงการจัดองค์ประกอบภาพนิ่ง การเลือกฟอนท์ การคิดคำพาดหัว การทำภาพเคลื่อนไหว และการบันทึกไฟล์
MG1H21OM7NLWGXCITL1P,CU.MOOC.001.04 (2018/2),การตลาดในศตวรรษที่ 21 รุ่นที่ 4,รายวิชาการตลาดในศตวรรษที่ 21 จะเป็นการศึกษาเกี่ยวกับนิยามของการตลาด แนวคิดหลักเกี่ยวกับการตลาดตั้งแต่อดีตจนถึงปัจจุบัน และการตลาดแบบองค์รวม (Holistic Marketing) ซึ่งเป็นสิ่งที่สำคัญสำหรับการตลาดในศตวรรษที่ 21
BG8495KA1NPX7915ABWC,CU.MOOC.025.02 (2018/2),มหากาพย์ อังกฤษ อัพเกรด : ศัพท์ทะลุ อ่านทะลวง รุ่นที่ 2,รายวิชา มหากาพย์ อังกฤษ อัพเกรด : ศัพท์ทะลุ อ่านทะลวง จะสอนเกี่ยวกับรากศัพท์และ Prefixes ที่พบบ่อย รวมถึงเทคนิคการเดาความหมายคำศัพท์จากบริบท เทคนิคการอ่าน และคำถามที่พบบ่อยในข้อสอบ Reading Comprehension
12VY93TP8W1EE2XXBUGW,CU.MOOC.040 (2018/2),Principles of innovation and entrepreneurship,วิชา Principles of innovation and entrepreneurship จะเป็นการเผยแพร่ความรู้เกี่ยวกับ นวัตกรรมทางสัตวแพทย์  ความสำคัญของนวัตกรรม แนวคิด และประเภทนวัตกรรม  ปัจจัยสู่ความสำเร็จในการสร้างนวัตกรรม  การบริการงานธุรกิจและการจัดการการเงินสำหรับสัตวแพทย์  โดยทีมผู้สอนมีแนวคิดว่า สัตวแพทย์ควรได้รับการพัฒนาให้เป็นผู้สร้างเทคโนโลยีและนวัตกรรม เพื่อนำไปใช้ให้ทันยุคสมัย  การเป็นสัตวแพทย์นวัตกรนั้น จะต้องมีการเรียนรู้ ฝึกฝน มีการสร้างนิเวศน์ในการทำงานอย่างเป็นระบบ เพื่อให้ความคิดสร้างสรรค์นั้นสามารถต่อยอด นำไปใช้ประโยชน์ และสร้างคุณค่า ไม่ว่าจะในด้านธุรกิจหรือคุณค่าต่อเกษตรกรได้ จึงจะเรียกได้ว่าเป็นนวัตกรรม
